Date,AAPL,GOOGL,MSFT
2025-03-19,214.95811462402344,163.69183349609375,387.1093444824219
2025-03-20,213.81961059570312,162.6031494140625,386.131103515625
2025-03-21,217.98414611816406,163.79171752929688,390.54302978515625
2025-03-24,220.44091796875,167.4772491455078,392.35968017578125
2025-03-25,223.45697021484375,170.353759765625,394.4358825683594
2025-03-26,221.2398681640625,164.86041259765625,389.2554016113281
2025-03-27,223.5568389892578,162.04383850097656,389.8642578125
2025-03-28,217.6146240234375,154.14340209960938,378.1058349609375
2025-03-31,221.83909606933594,154.45301818847656,374.7021179199219
2025-04-01,222.897705078125,156.8800811767578,381.4896545410156
2025-04-02,223.59678649902344,156.85011291503906,381.43975830078125
2025-04-03,202.9239044189453,150.5377655029297,372.42626953125
2025-04-04,188.13330078125,145.4239501953125,359.18060302734375
2025-04-07,181.2223663330078,146.5725555419922,357.2042236328125
2025-04-08,172.19419860839844,144.52503967285156,353.9102783203125
2025-04-09,198.58958435058594,158.51809692382812,389.7744140625
2025-04-10,190.17062377929688,152.63522338867188,380.65118408203125
2025-04-11,197.89048767089844,156.9499969482422,387.7381896972656
2025-04-14,202.25477600097656,158.87767028808594,387.0993347167969
2025-04-15,201.87527465820312,156.12100219726562,385.0231628417969
2025-04-16,194.0155792236328,153.1446075439453,370.92901611328125
2025-04-17,196.72203063964844,150.97723388671875,367.1060485839844
2025-04-21,192.9070281982422,147.49143981933594,358.4619140625
2025-04-22,199.47842407226562,151.28684997558594,366.1478271484375
2025-04-23,204.33206176757812,155.16217041015625,373.7039489746094
2025-04-24,208.09710693359375,159.08740234375,386.59027099609375
2025-04-25,209.00592041015625,161.76417541503906,391.1319580078125
2025-04-28,209.8647918701172,160.41580200195312,390.4432067871094
2025-04-29,210.9333953857422,159.9663543701172,393.31793212890625
2025-04-30,212.22171020507812,158.6079864501953,394.53570556640625
2025-05-01,213.04063415527344,161.10496520996094,424.6204528808594
2025-05-02,205.08106994628906,163.8316650390625,434.48236083984375
2025-05-05,198.62953186035156,164.01145935058594,435.3707275390625
2025-05-06,198.25001525878906,163.03262329101562,432.5159606933594
2025-05-07,195.99298095703125,151.19696044921875,432.555908203125
2025-05-08,197.2313690185547,154.0934600830078,437.3670654296875
2025-05-09,198.27000427246094,152.5653076171875,437.9260559082031
2025-05-12,210.7899932861328,158.26840209960938,448.4367370605469
2025-05-13,212.92999267578125,159.33709716796875,448.3169860839844
2025-05-14,212.3300018310547,165.1700439453125,452.1099853515625
2025-05-15,211.4499969482422,163.76174926757812,453.1300048828125
2025-05-16,211.25999450683594,165.9890594482422,454.2699890136719
2025-05-19,208.77999877929688,166.338623046875,458.8699951171875
2025-05-20,206.86000061035156,163.78172302246094,458.1700134277344
